dualband,refurb_new,hnd_price,phones,models,hnd_webcap,Customer_ID
Y,R,29.98999023,2,2,WCMB,1073633
Y,N,79.98999023,1,1,WCMB,1073634
Y,N,149.9899902,2,1,WCMB,1073635
Y,N,59.98999023,1,1,WCMB,1073636
Y,N,129.9899902,1,1,WCMB,1073637
Y,N,59.98999023,1,1,WCMB,1073638
Y,N,149.9899902,1,1,WCMB,1073639
Y,N,149.9899902,1,1,WCMB,1073640
Y,R,99.98999023,3,2,WCMB,1073641
T,N,99.98999023,2,1,WCMB,1073642
Y,N,79.98999023,1,1,WCMB,1073643
Y,N,149.9899902,2,2,WCMB,1073644
Y,N,199.9899902,1,1,WCMB,1073645
Y,R,29.98999023,4,2,WCMB,1073646
Y,N,149.9899902,2,1,WCMB,1073647
Y,N,29.98999023,1,1,WC,1073648
Y,N,59.98999023,1,1,WCMB,1073649
Y,N,149.9899902,4,2,WCMB,1073650
Y,N,199.9899902,2,2,WCMB,1073651
Y,N,149.9899902,2,1,WCMB,1073652
Y,N,149.9899902,1,1,WCMB,1073653
N,N,129.9899902,1,1,WCMB,1073654
Y,N,149.9899902,1,1,WCMB,1073655
Y,N,79.98999023,1,1,WCMB,1073656
Y,N,79.98999023,1,1,WCMB,1073657
Y,N,29.98999023,1,1,WC,1073658
Y,N,29.98999023,2,1,WC,1073659
Y,N,149.9899902,1,1,WCMB,1073660
Y,N,129.9899902,1,1,WCMB,1073661
N,N,129.9899902,1,1,WCMB,1073662
Y,N,59.98999023,1,1,WCMB,1073663
Y,N,199.9899902,1,1,WCMB,1073664
Y,N,149.9899902,1,1,WCMB,1073665
Y,R,29.98999023,2,2,WCMB,1073666
Y,N,149.9899902,1,1,WCMB,1073667
Y,N,199.9899902,2,2,WCMB,1073668
Y,N,129.9899902,1,1,WCMB,1073669
Y,N,129.9899902,1,1,WCMB,1073670
Y,N,149.9899902,1,1,WCMB,1073671
N,N,129.9899902,1,1,WCMB,1073672
N,R,79.98999023,2,2,WCMB,1073673
Y,N,149.9899902,2,2,WCMB,1073674
Y,R,129.9899902,3,2,WCMB,1073675
Y,N,59.98999023,1,1,WCMB,1073676
Y,N,149.9899902,1,1,WCMB,1073677
Y,N,149.9899902,1,1,WCMB,1073678
Y,R,99.98999023,2,2,WCMB,1073679
Y,R,99.98999023,2,2,WCMB,1073680
N,N,129.9899902,1,1,WCMB,1073681
Y,N,149.9899902,1,1,WCMB,1073682
Y,N,149.9899902,2,1,WCMB,1073683
T,N,99.98999023,1,1,WCMB,1073684
Y,N,149.9899902,1,1,WCMB,1073685
Y,N,59.98999023,2,2,WCMB,1073686
Y,N,149.9899902,4,4,WCMB,1073687
N,N,29.98999023,1,1,WCMB,1073688
Y,N,199.9899902,2,2,WCMB,1073689
N,N,129.9899902,1,1,WCMB,1073690
Y,N,79.98999023,1,1,WCMB,1073691
Y,N,59.98999023,1,1,WCMB,1073692
Y,N,149.9899902,3,1,WCMB,1073693
Y,N,199.9899902,2,2,WCMB,1073694
Y,R,99.98999023,1,1,WCMB,1073695
Y,R,29.98999023,2,2,WCMB,1073696
Y,N,129.9899902,1,1,WCMB,1073697
N,N,129.9899902,2,2,WCMB,1073698
Y,N,29.98999023,1,1,WC,1073699
Y,N,149.9899902,3,2,WCMB,1073700
Y,N,149.9899902,1,1,WCMB,1073701
N,N,129.9899902,1,1,WCMB,1073702
Y,N,129.9899902,2,2,WCMB,1073703
Y,N,129.9899902,1,1,WCMB,1073704
Y,N,149.9899902,1,1,WCMB,1073705
T,N,99.98999023,1,1,WCMB,1073706
Y,N,199.9899902,1,1,WCMB,1073707
Y,N,149.9899902,1,1,WCMB,1073708
Y,N,129.9899902,1,1,WCMB,1073709
Y,N,59.98999023,1,1,WCMB,1073710
Y,R,99.98999023,2,2,WCMB,1073711
N,N,129.9899902,1,1,WCMB,1073712
Y,N,199.9899902,1,1,WCMB,1073713
Y,R,99.98999023,3,3,WCMB,1073714
N,N,,1,1,WC,1073715
Y,N,59.98999023,1,1,WCMB,1073716
Y,N,149.9899902,1,1,WCMB,1073717
Y,N,149.9899902,1,1,WCMB,1073718
Y,N,149.9899902,1,1,WCMB,1073719
Y,N,149.9899902,1,1,WCMB,1073720
Y,N,149.9899902,1,1,WCMB,1073721
Y,N,129.9899902,1,1,WCMB,1073722
Y,N,29.98999023,1,1,WC,1073723
N,R,9.989997864,1,1,NA,1073724
Y,N,59.98999023,2,2,WCMB,1073725
Y,N,59.98999023,1,1,WCMB,1073726
Y,N,149.9899902,3,2,WCMB,1073727
Y,N,149.9899902,1,1,WCMB,1073728
Y,N,199.9899902,1,1,WCMB,1073729
Y,N,59.98999023,1,1,WCMB,1073730
Y,N,199.9899902,2,2,WCMB,1073731
Y,R,99.98999023,2,2,WCMB,1073732
N,N,,2,2,WC,1073733
Y,N,129.9899902,1,1,WCMB,1073734
Y,N,149.9899902,1,1,WCMB,1073735
Y,N,59.98999023,2,2,WCMB,1073736
Y,N,199.9899902,1,1,WCMB,1073737
N,N,129.9899902,1,1,WCMB,1073738
Y,N,149.9899902,3,1,WCMB,1073739
Y,N,129.9899902,1,1,WCMB,1073740
Y,N,99.98999023,1,1,WCMB,1073741
Y,N,129.9899902,1,1,WCMB,1073742
Y,N,149.9899902,2,2,WCMB,1073743
Y,N,79.98999023,1,1,WCMB,1073744
Y,N,59.98999023,1,1,WCMB,1073745
Y,N,149.9899902,1,1,WCMB,1073746
Y,N,149.9899902,1,1,WCMB,1073747
Y,N,199.9899902,1,1,WCMB,1073748
N,N,129.9899902,3,2,WCMB,1073749
Y,N,199.9899902,1,1,WCMB,1073750
Y,N,79.98999023,1,1,WCMB,1073751
Y,N,149.9899902,1,1,WCMB,1073752
Y,R,79.98999023,2,2,WCMB,1073753
Y,N,149.9899902,1,1,WCMB,1073754
T,N,99.98999023,1,1,WCMB,1073755
T,N,99.98999023,1,1,WCMB,1073756
Y,N,149.9899902,1,1,WCMB,1073757
Y,N,59.98999023,1,1,WCMB,1073758
Y,N,199.9899902,3,2,WCMB,1073759
Y,N,199.9899902,2,2,WCMB,1073760
Y,N,149.9899902,1,1,WCMB,1073761
Y,N,149.9899902,1,1,WCMB,1073762
N,N,129.9899902,1,1,WCMB,1073763
Y,N,149.9899902,1,1,WCMB,1073764
Y,N,149.9899902,1,1,WCMB,1073765
Y,N,149.9899902,1,1,WCMB,1073766
Y,N,59.98999023,1,1,WCMB,1073767
Y,N,149.9899902,1,1,WCMB,1073768
Y,N,59.98999023,1,1,WCMB,1073769
Y,N,149.9899902,1,1,WCMB,1073770
Y,N,149.9899902,2,1,WCMB,1073771
Y,N,129.9899902,1,1,WCMB,1073772
Y,N,129.9899902,1,1,WCMB,1073773
Y,N,199.9899902,2,2,WCMB,1073774
Y,R,79.98999023,2,2,WCMB,1073775
Y,N,149.9899902,1,1,WCMB,1073776
Y,N,29.98999023,1,1,WC,1073777
Y,N,199.9899902,2,1,WCMB,1073778
Y,N,199.9899902,6,5,WCMB,1073779
Y,N,129.9899902,1,1,WCMB,1073780
N,N,129.9899902,2,2,WCMB,1073781
Y,N,149.9899902,2,1,WCMB,1073782
Y,N,149.9899902,1,1,WCMB,1073783
Y,N,79.98999023,1,1,WCMB,1073784
N,N,29.98999023,1,1,WC,1073785
Y,N,149.9899902,1,1,WCMB,1073786
Y,N,199.9899902,2,1,WCMB,1073787
Y,N,29.98999023,1,1,WC,1073788
T,N,99.98999023,1,1,WCMB,1073789
Y,N,29.98999023,1,1,NA,1073790
N,N,29.98999023,1,1,WC,1073791
N,N,129.9899902,1,1,WCMB,1073792
Y,R,99.98999023,3,2,WCMB,1073793
N,N,129.9899902,3,2,WCMB,1073794
Y,N,79.98999023,1,1,WCMB,1073795
Y,R,79.98999023,2,2,WCMB,1073796
Y,N,199.9899902,2,2,WCMB,1073797
Y,N,149.9899902,1,1,WCMB,1073798
Y,N,149.9899902,1,1,WCMB,1073799
Y,N,59.98999023,1,1,WCMB,1073800
Y,N,149.9899902,1,1,WCMB,1073801
N,R,79.98999023,2,2,WCMB,1073802
T,N,99.98999023,2,2,WCMB,1073803
Y,N,149.9899902,2,1,WCMB,1073804
Y,N,59.98999023,1,1,WCMB,1073805
Y,N,79.98999023,1,1,WCMB,1073806
N,N,29.98999023,1,1,WC,1073807
Y,N,59.98999023,1,1,WCMB,1073808
Y,N,79.98999023,1,1,WCMB,1073809
Y,N,79.98999023,1,1,WCMB,1073810
N,N,129.9899902,1,1,WCMB,1073811
N,N,129.9899902,1,1,WCMB,1073812
Y,N,59.98999023,1,1,WCMB,1073813
Y,N,149.9899902,2,2,WCMB,1073814
N,N,29.98999023,1,1,NA,1073815
Y,N,149.9899902,1,1,WCMB,1073816
Y,N,149.9899902,1,1,WCMB,1073817
Y,N,149.9899902,1,1,WCMB,1073818
Y,N,149.9899902,1,1,WCMB,1073819
Y,N,149.9899902,1,1,WCMB,1073820
Y,N,59.98999023,1,1,WCMB,1073821
Y,N,29.98999023,2,1,WC,1073822
Y,R,99.98999023,2,2,WCMB,1073823
Y,N,29.98999023,1,1,WC,1073824
T,N,99.98999023,1,1,WCMB,1073825
N,R,9.989997864,1,1,WC,1073826
Y,N,149.9899902,1,1,WCMB,1073827
Y,N,149.9899902,1,1,WCMB,1073828
Y,N,149.9899902,1,1,WCMB,1073829
T,N,99.98999023,5,2,WCMB,1073830
N,N,9.989997864,2,1,NA,1073831
Y,N,199.9899902,1,1,WCMB,1073832
Y,N,199.9899902,2,2,WCMB,1073833
Y,N,129.9899902,1,1,WCMB,1073834
Y,N,199.9899902,1,1,WCMB,1073835
Y,N,79.98999023,1,1,WCMB,1073836
Y,N,149.9899902,1,1,WCMB,1073837
Y,N,149.9899902,1,1,WCMB,1073838
Y,N,149.9899902,1,1,WCMB,1073839
Y,N,149.9899902,1,1,WCMB,1073840
Y,N,199.9899902,2,2,WCMB,1073841
Y,N,149.9899902,1,1,WCMB,1073842
Y,N,129.9899902,1,1,WCMB,1073843
Y,N,129.9899902,2,2,WCMB,1073844
Y,N,149.9899902,1,1,WCMB,1073845
Y,N,59.98999023,1,1,WCMB,1073846
Y,N,29.98999023,1,1,WC,1073847
Y,N,79.98999023,1,1,WCMB,1073848
Y,N,129.9899902,1,1,WCMB,1073849
Y,N,79.98999023,1,1,WCMB,1073850
Y,N,79.98999023,1,1,WCMB,1073851
Y,N,59.98999023,1,1,WCMB,1073852
Y,N,149.9899902,1,1,WCMB,1073853
Y,N,199.9899902,1,1,WCMB,1073854
N,N,29.98999023,1,1,WC,1073855
Y,N,199.9899902,1,1,WCMB,1073856
Y,N,149.9899902,1,1,WCMB,1073857
Y,N,149.9899902,2,1,WCMB,1073858
Y,R,39.98999023,3,3,WCMB,1073859
N,N,129.9899902,1,1,WCMB,1073860
Y,R,129.9899902,3,3,WCMB,1073861
Y,N,59.98999023,1,1,WCMB,1073862
Y,N,149.9899902,1,1,WCMB,1073863
Y,N,149.9899902,1,1,WCMB,1073864
N,N,129.9899902,1,1,WCMB,1073865
Y,N,149.9899902,1,1,WCMB,1073866
Y,N,199.9899902,1,1,WCMB,1073867
T,N,99.98999023,2,2,WCMB,1073868
Y,N,149.9899902,3,2,WCMB,1073869
N,N,129.9899902,2,2,WCMB,1073870
Y,N,199.9899902,1,1,WCMB,1073871
Y,N,79.98999023,2,2,WCMB,1073872
N,N,129.9899902,2,2,WCMB,1073873
Y,N,149.9899902,1,1,WCMB,1073874
Y,N,149.9899902,2,2,WCMB,1073875
Y,N,129.9899902,1,1,WCMB,1073876
Y,N,79.98999023,1,1,WCMB,1073877
Y,N,149.9899902,1,1,WCMB,1073878
Y,N,129.9899902,1,1,WCMB,1073879
Y,N,199.9899902,1,1,WCMB,1073880
Y,N,29.98999023,1,1,WC,1073881
T,R,59.98999023,4,4,WCMB,1073882
Y,N,199.9899902,1,1,WCMB,1073883
N,N,129.9899902,2,2,WCMB,1073884
T,N,99.98999023,1,1,WCMB,1073885
Y,N,199.9899902,1,1,WCMB,1073886
Y,N,149.9899902,1,1,WCMB,1073887
N,N,129.9899902,1,1,WCMB,1073888
N,N,29.98999023,2,1,WCMB,1073889
Y,N,59.98999023,1,1,WCMB,1073890
Y,N,129.9899902,1,1,WCMB,1073891
Y,N,149.9899902,1,1,WCMB,1073892
Y,N,79.98999023,1,1,WCMB,1073893
Y,N,149.9899902,1,1,WCMB,1073894
Y,R,79.98999023,2,2,WCMB,1073895
Y,N,149.9899902,1,1,WCMB,1073896
Y,N,29.98999023,1,1,WC,1073897
Y,N,59.98999023,3,2,WCMB,1073898
T,N,99.98999023,1,1,WCMB,1073899
N,N,129.9899902,2,1,WCMB,1073900
Y,N,149.9899902,1,1,WCMB,1073901
N,N,79.98999023,1,1,WC,1073902
Y,N,199.9899902,1,1,WCMB,1073903
Y,N,149.9899902,1,1,WCMB,1073904
Y,N,149.9899902,1,1,WCMB,1073905
Y,N,199.9899902,2,1,WCMB,1073906
T,N,99.98999023,1,1,WCMB,1073907
Y,N,79.98999023,1,1,WCMB,1073908
Y,N,149.9899902,2,1,WCMB,1073909
N,N,129.9899902,2,2,WCMB,1073910
Y,N,149.9899902,1,1,WCMB,1073911
Y,N,129.9899902,1,1,WCMB,1073912
Y,N,149.9899902,1,1,WCMB,1073913
Y,N,79.98999023,1,1,WCMB,1073914
Y,N,59.98999023,1,1,WCMB,1073915
Y,N,199.9899902,1,1,WCMB,1073916
T,N,99.98999023,1,1,WCMB,1073917
N,N,129.9899902,1,1,WCMB,1073918
Y,N,129.9899902,2,1,WCMB,1073919
Y,N,149.9899902,1,1,WCMB,1073920
Y,N,129.9899902,1,1,WCMB,1073921
Y,N,149.9899902,3,3,WCMB,1073922
T,N,99.98999023,1,1,WCMB,1073923
U,N,,5,5,UNKW,1073924
Y,N,129.9899902,2,2,WCMB,1073925
Y,R,29.98999023,1,1,WCMB,1073926
Y,N,199.9899902,1,1,WCMB,1073927
Y,N,149.9899902,1,1,WCMB,1073928
Y,N,129.9899902,1,1,WCMB,1073929
Y,N,149.9899902,3,1,WCMB,1073930
N,N,129.9899902,3,2,WCMB,1073931
T,N,99.98999023,1,1,WCMB,1073932
N,N,129.9899902,1,1,WCMB,1073933
Y,N,199.9899902,2,2,WCMB,1073934
Y,N,129.9899902,1,1,WCMB,1073935
Y,N,199.9899902,1,1,WCMB,1073936
Y,N,149.9899902,1,1,WCMB,1073937
Y,N,199.9899902,1,1,WCMB,1073938
Y,N,149.9899902,1,1,WCMB,1073939
Y,N,199.9899902,1,1,WCMB,1073940
Y,R,99.98999023,3,2,WCMB,1073941
T,N,99.98999023,2,1,WCMB,1073942
Y,N,29.98999023,1,1,WC,1073943
Y,N,199.9899902,1,1,WCMB,1073944
Y,N,79.98999023,1,1,WCMB,1073945
N,N,129.9899902,1,1,WCMB,1073946
Y,N,199.9899902,1,1,WCMB,1073947
T,N,99.98999023,4,3,WCMB,1073948
Y,N,149.9899902,3,1,WCMB,1073949
N,N,59.98999023,1,1,WC,1073950
Y,N,59.98999023,1,1,WCMB,1073951
N,N,129.9899902,2,2,WCMB,1073952
Y,N,199.9899902,1,1,WCMB,1073953
Y,N,129.9899902,1,1,WCMB,1073954
Y,R,99.98999023,2,2,WCMB,1073955
Y,N,59.98999023,1,1,WCMB,1073956
Y,N,149.9899902,1,1,WCMB,1073957
Y,N,129.9899902,1,1,WCMB,1073958
Y,N,79.98999023,1,1,WCMB,1073959
T,N,99.98999023,2,1,WCMB,1073960
N,N,129.9899902,1,1,WCMB,1073961
N,N,129.9899902,1,1,WCMB,1073962
N,N,129.9899902,1,1,WCMB,1073963
T,N,99.98999023,1,1,WCMB,1073964
Y,N,79.98999023,1,1,WCMB,1073965
Y,N,199.9899902,2,1,WCMB,1073966
Y,N,79.98999023,2,1,WCMB,1073967
Y,N,149.9899902,1,1,WCMB,1073968
T,N,99.98999023,2,2,WCMB,1073969
Y,N,129.9899902,1,1,WCMB,1073970
Y,N,149.9899902,1,1,WCMB,1073971
Y,R,99.98999023,2,2,WCMB,1073972
N,N,129.9899902,1,1,WCMB,1073973
Y,N,149.9899902,1,1,WCMB,1073974
Y,N,29.98999023,1,1,WC,1073975
Y,N,149.9899902,1,1,WCMB,1073976
Y,R,99.98999023,1,1,WCMB,1073977
Y,N,149.9899902,1,1,WCMB,1073978
Y,N,79.98999023,1,1,WCMB,1073979
Y,N,149.9899902,1,1,WCMB,1073980
Y,N,79.98999023,2,1,WCMB,1073981
Y,N,129.9899902,1,1,WCMB,1073982
Y,N,149.9899902,1,1,WCMB,1073983
Y,N,59.98999023,1,1,WCMB,1073984
Y,R,79.98999023,2,2,WCMB,1073985
Y,N,149.9899902,2,1,WCMB,1073986
Y,N,149.9899902,1,1,WCMB,1073987
Y,N,249.9899902,5,4,WCMB,1073988
Y,N,199.9899902,1,1,WCMB,1073989
Y,N,149.9899902,2,1,WCMB,1073990
Y,N,199.9899902,1,1,WCMB,1073991
Y,R,99.98999023,2,2,WCMB,1073992
T,N,99.98999023,1,1,WCMB,1073993
Y,N,149.9899902,1,1,WCMB,1073994
N,N,129.9899902,3,2,WCMB,1073995
Y,N,59.98999023,1,1,WCMB,1073996
Y,N,149.9899902,1,1,WCMB,1073997
T,N,99.98999023,1,1,WCMB,1073998
Y,N,129.9899902,2,2,WCMB,1073999
Y,R,99.98999023,2,2,WCMB,1074000
Y,N,79.98999023,1,1,WCMB,1074001
Y,N,29.98999023,1,1,NA,1074002
Y,N,199.9899902,1,1,WCMB,1074003
Y,N,129.9899902,1,1,WCMB,1074004
Y,N,149.9899902,3,3,WCMB,1074005
N,N,29.98999023,1,1,WC,1074006
Y,N,149.9899902,3,3,WCMB,1074007
Y,N,149.9899902,2,1,WCMB,1074008
Y,N,79.98999023,1,1,WCMB,1074009
Y,N,149.9899902,1,1,WCMB,1074010
Y,N,129.9899902,1,1,WCMB,1074011
Y,N,149.9899902,1,1,WCMB,1074012
Y,N,149.9899902,1,1,WCMB,1074013
Y,N,149.9899902,1,1,WCMB,1074014
Y,N,129.9899902,1,1,WCMB,1074015
Y,N,199.9899902,1,1,WCMB,1074016
Y,N,149.9899902,2,1,WCMB,1074017
Y,N,199.9899902,4,3,WCMB,1074018
N,N,129.9899902,2,2,WCMB,1074019
Y,N,29.98999023,1,1,NA,1074020
N,N,129.9899902,3,2,WCMB,1074021
Y,R,79.98999023,2,2,WCMB,1074022
Y,N,149.9899902,2,2,WCMB,1074023
Y,N,149.9899902,2,1,WCMB,1074024
Y,N,149.9899902,2,1,WCMB,1074025
Y,N,79.98999023,1,1,WCMB,1074026
Y,N,59.98999023,1,1,WCMB,1074027
Y,N,149.9899902,1,1,WCMB,1074028
Y,N,59.98999023,1,1,WCMB,1074029
Y,N,149.9899902,1,1,WCMB,1074030
Y,N,149.9899902,1,1,WCMB,1074031
Y,N,149.9899902,1,1,WCMB,1074032
Y,N,199.9899902,1,1,WCMB,1074033
Y,N,199.9899902,1,1,WCMB,1074034
Y,N,199.9899902,1,1,WCMB,1074035
Y,R,29.98999023,2,2,WCMB,1074036
Y,N,199.9899902,1,1,WCMB,1074037
Y,N,129.9899902,1,1,WCMB,1074038
N,N,399.9899902,2,1,WCMB,1074039
Y,R,129.9899902,2,2,WCMB,1074040
Y,N,59.98999023,1,1,WCMB,1074041
Y,N,79.98999023,1,1,WCMB,1074042
Y,N,149.9899902,1,1,WCMB,1074043
Y,R,99.98999023,3,2,WCMB,1074044
Y,N,149.9899902,1,1,WCMB,1074045
Y,N,79.98999023,1,1,WCMB,1074046
Y,N,79.98999023,1,1,WCMB,1074047
Y,N,149.9899902,1,1,WCMB,1074048
Y,N,59.98999023,1,1,WCMB,1074049
Y,N,29.98999023,1,1,WC,1074050
Y,N,149.9899902,2,1,WCMB,1074051
N,N,129.9899902,1,1,WCMB,1074052
Y,N,149.9899902,1,1,WCMB,1074053
T,N,99.98999023,1,1,WCMB,1074054
Y,N,149.9899902,2,1,WCMB,1074055
N,N,129.9899902,1,1,WCMB,1074056
Y,N,29.98999023,1,1,NA,1074057
Y,N,149.9899902,1,1,WCMB,1074058
Y,N,79.98999023,1,1,WCMB,1074059
Y,N,79.98999023,1,1,WCMB,1074060
Y,N,59.98999023,2,1,WCMB,1074061
Y,N,59.98999023,1,1,WCMB,1074062
Y,N,149.9899902,1,1,WCMB,1074063
Y,N,149.9899902,1,1,WCMB,1074064
Y,N,129.9899902,1,1,WCMB,1074065
Y,N,149.9899902,1,1,WCMB,1074066
Y,N,29.98999023,1,1,WC,1074067
T,R,59.98999023,3,3,WCMB,1074068
Y,N,149.9899902,1,1,WCMB,1074069
Y,N,149.9899902,2,2,WCMB,1074070
Y,N,199.9899902,1,1,WCMB,1074071
Y,N,149.9899902,1,1,WCMB,1074072
Y,N,129.9899902,1,1,WCMB,1074073
Y,N,199.9899902,1,1,WCMB,1074074
Y,N,29.98999023,1,1,WC,1074075
Y,N,59.98999023,1,1,WCMB,1074076
N,R,9.989997864,2,2,WCMB,1074077
Y,N,79.98999023,1,1,WCMB,1074078
N,N,129.9899902,1,1,WCMB,1074079
Y,N,59.98999023,1,1,WCMB,1074080
Y,N,79.98999023,1,1,WCMB,1074081
Y,N,149.9899902,1,1,WCMB,1074082
Y,N,79.98999023,1,1,WCMB,1074083
Y,N,59.98999023,2,2,WCMB,1074084
Y,R,99.98999023,2,2,WCMB,1074085
Y,R,99.98999023,3,2,WCMB,1074086
T,R,59.98999023,2,2,WCMB,1074087
Y,N,59.98999023,1,1,WCMB,1074088
Y,N,199.9899902,2,2,WCMB,1074089
Y,N,149.9899902,1,1,WCMB,1074090
Y,N,149.9899902,1,1,WCMB,1074091
Y,R,99.98999023,2,2,WCMB,1074092
Y,N,199.9899902,1,1,WCMB,1074093
Y,N,149.9899902,1,1,WCMB,1074094
Y,N,149.9899902,1,1,WCMB,1074095
Y,N,59.98999023,1,1,WCMB,1074096
Y,N,149.9899902,1,1,WCMB,1074097
Y,N,149.9899902,2,2,WCMB,1074098
Y,N,129.9899902,2,1,WCMB,1074099
Y,N,199.9899902,2,2,WCMB,1074100
Y,N,199.9899902,1,1,WCMB,1074101
Y,N,59.98999023,1,1,WCMB,1074102
Y,N,199.9899902,2,2,WCMB,1074103
Y,N,199.9899902,2,2,WCMB,1074104
N,N,129.9899902,1,1,WCMB,1074105
Y,N,149.9899902,1,1,WCMB,1074106
N,N,129.9899902,1,1,WCMB,1074107
N,N,29.98999023,1,1,NA,1074108
T,N,99.98999023,1,1,WCMB,1074109
Y,N,79.98999023,1,1,WCMB,1074110
Y,N,149.9899902,1,1,WCMB,1074111
N,N,129.9899902,2,1,WCMB,1074112
Y,N,79.98999023,2,1,WCMB,1074113
Y,N,149.9899902,1,1,WCMB,1074114
Y,N,59.98999023,1,1,WCMB,1074115
N,N,129.9899902,5,3,WCMB,1074116
Y,N,149.9899902,1,1,WCMB,1074117
Y,N,149.9899902,1,1,WCMB,1074118
Y,N,79.98999023,1,1,WCMB,1074119
N,N,129.9899902,1,1,WCMB,1074120
N,N,129.9899902,1,1,WCMB,1074121
Y,N,149.9899902,1,1,WCMB,1074122
T,N,99.98999023,1,1,WCMB,1074123
T,N,99.98999023,2,2,WCMB,1074124
Y,N,129.9899902,1,1,WCMB,1074125
Y,N,59.98999023,1,1,WCMB,1074126
Y,N,129.9899902,1,1,WCMB,1074127
Y,R,29.98999023,2,2,WCMB,1074128
Y,N,129.9899902,1,1,WCMB,1074129
Y,N,129.9899902,1,1,WCMB,1074130
Y,N,149.9899902,2,1,WCMB,1074131
Y,N,149.9899902,1,1,WCMB,1074132
Y,N,149.9899902,1,1,WCMB,1074133
Y,N,149.9899902,1,1,WCMB,1074134
T,N,99.98999023,1,1,WCMB,1074135
Y,N,149.9899902,1,1,WCMB,1074136
Y,N,149.9899902,1,1,WCMB,1074137
Y,N,149.9899902,1,1,WCMB,1074138
Y,N,149.9899902,1,1,WCMB,1074139
N,N,129.9899902,1,1,WCMB,1074140
Y,N,149.9899902,1,1,WCMB,1074141
N,N,129.9899902,1,1,WCMB,1074142
Y,N,199.9899902,1,1,WCMB,1074143
T,N,99.98999023,1,1,WCMB,1074144
Y,N,79.98999023,1,1,WCMB,1074145
Y,N,59.98999023,1,1,WCMB,1074146
Y,N,59.98999023,1,1,WCMB,1074147
Y,N,149.9899902,1,1,WCMB,1074148
T,N,99.98999023,1,1,WCMB,1074149
Y,N,149.9899902,1,1,WCMB,1074150
Y,N,149.9899902,2,2,WCMB,1074151
Y,N,199.9899902,3,2,WCMB,1074152
Y,N,149.9899902,1,1,WCMB,1074153
N,N,129.9899902,1,1,WCMB,1074154
T,N,99.98999023,1,1,WCMB,1074155
T,N,99.98999023,1,1,WCMB,1074156
Y,N,149.9899902,1,1,WCMB,1074157
Y,N,199.9899902,1,1,WCMB,1074158
Y,N,199.9899902,1,1,WCMB,1074159
Y,N,149.9899902,1,1,WCMB,1074160
Y,N,79.98999023,1,1,WCMB,1074161
Y,N,29.98999023,1,1,WC,1074162
Y,N,149.9899902,1,1,WCMB,1074163
Y,R,29.98999023,2,2,WCMB,1074164
T,N,99.98999023,1,1,WCMB,1074165
T,N,199.9899902,2,2,WCMB,1074166
N,R,79.98999023,2,2,WCMB,1074167
Y,N,79.98999023,1,1,WCMB,1074168
Y,N,149.9899902,1,1,WCMB,1074169
T,N,99.98999023,5,4,WCMB,1074170
Y,R,99.98999023,2,2,WCMB,1074171
Y,N,149.9899902,1,1,WCMB,1074172
Y,N,149.9899902,1,1,WCMB,1074173
Y,N,59.98999023,1,1,WCMB,1074174
Y,N,149.9899902,1,1,WCMB,1074175
T,N,99.98999023,1,1,WCMB,1074176
Y,N,59.98999023,1,1,WCMB,1074177
Y,N,149.9899902,1,1,WCMB,1074178
Y,R,79.98999023,2,2,WCMB,1074179
Y,N,149.9899902,1,1,WCMB,1074180
N,N,29.98999023,1,1,WCMB,1074181
Y,N,149.9899902,1,1,WCMB,1074182
Y,N,149.9899902,1,1,WCMB,1074183
Y,R,99.98999023,2,2,WCMB,1074184
Y,N,149.9899902,1,1,WCMB,1074185
Y,N,79.98999023,1,1,WCMB,1074186
Y,N,79.98999023,1,1,WCMB,1074187
Y,N,149.9899902,1,1,WCMB,1074188
T,N,99.98999023,2,1,WCMB,1074189
Y,N,59.98999023,1,1,WCMB,1074190
Y,N,149.9899902,1,1,WCMB,1074191
Y,N,29.98999023,2,1,NA,1074192
Y,N,149.9899902,1,1,WCMB,1074193
Y,N,129.9899902,2,1,WCMB,1074194
Y,N,149.9899902,1,1,WCMB,1074195
N,N,29.98999023,1,1,WCMB,1074196
Y,N,29.98999023,1,1,WC,1074197
Y,N,199.9899902,1,1,WCMB,1074198
Y,N,199.9899902,1,1,WCMB,1074199
Y,N,29.98999023,1,1,NA,1074200
Y,N,149.9899902,2,1,WCMB,1074201
Y,N,149.9899902,1,1,WCMB,1074202
Y,R,9.989997864,2,2,WC,1074203
N,N,129.9899902,1,1,WCMB,1074204
Y,N,149.9899902,1,1,WCMB,1074205
Y,N,59.98999023,1,1,WCMB,1074206
Y,N,59.98999023,1,1,WCMB,1074207
Y,N,29.98999023,1,1,WC,1074208
N,N,399.9899902,6,3,WCMB,1074209
T,N,99.98999023,1,1,WCMB,1074210
Y,N,59.98999023,1,1,WCMB,1074211
Y,N,129.9899902,1,1,WCMB,1074212
Y,R,99.98999023,3,2,WCMB,1074213
Y,N,79.98999023,2,2,WCMB,1074214
N,N,129.9899902,3,1,WCMB,1074215
Y,N,79.98999023,1,1,WCMB,1074216
Y,N,129.9899902,1,1,WCMB,1074217
Y,R,9.989997864,1,1,WC,1074218
Y,N,149.9899902,1,1,WCMB,1074219
Y,N,59.98999023,1,1,WCMB,1074220
Y,N,129.9899902,1,1,WCMB,1074221
Y,N,129.9899902,7,5,WCMB,1074222
